wnid,noun
n09685085,jainist
n09685233,hare krishna
n09685398,shaktist
n09685564,shivaist
n09685711,vaishnava
n09685806,shintoist
n09685922,rastafarian
n09685922,rasta
n09686051,mithraist
n09686146,zoroastrian
n09686262,eurafrican
n09686401,eurasian
n09686536,european
n09687775,sahib
n09687940,memsahib
n09688008,celt
n09688008,kelt
n09688233,gael
n09688366,briton
n09688487,gaul
n09688596,galatian
n09688804,frank
n09689000,salian frank
n09689000,salian
n09689152,teuton
n09689435,afghan
n09689435,afghanistani
n09689631,kafir
n09689739,pathan
n09689739,pashtun
n09689739,pushtun
n09689739,pashtoon
n09689958,albanian
n09690083,algerian
n09690208,altaic
n09690371,armenian
n09690496,andorran
n09690621,angolan
n09690762,angolese
n09690864,anguillan
n09691024,antiguan
n09691149,argentinian
n09691279,australian
n09691279,aussie
n09691435,austronesian
n09691604,austrian
n09691729,bahamian
n09691858,bahraini
n09691858,bahreini
n09691994,bangladeshi
n09692125,basotho
n09692250,basque
n09692430,bengali
n09692624,bantu
n09692915,herero
n09693100,hutu
n09693244,luba
n09693244,chiluba
n09693372,sotho
n09693618,tswana
n09693618,bechuana
n09693618,batswana
n09693809,tutsi
n09693809,watutsi
n09693809,watusi
n09693982,barbadian
n09694109,belgian
n09694269,beninese
n09694392,bermudan
n09694392,bermudian
n09694529,bhutanese
n09694529,bhutani
n09694664,bolivian
n09694771,bornean
n09694894,brazilian
n09695019,carioca
n09695132,tupi
n09695257,guarani
n09695379,maraco
n09695514,bruneian
n09695620,bulgarian
n09695747,burmese
n09695871,burundian
n09695979,byelorussian
n09695979,belorussian
n09695979,white russian
n09696124,byzantine
n09696280,cambodian
n09696280,kampuchean
n09696456,cameroonian
n09696585,canadian
n09696763,french canadian
n09696944,canuck
n09697070,carthaginian
n09697246,cebuan
n09697401,central american
n09697650,chadian
n09697771,chewa
n09697771,cewa
n09697771,chichewa
n09697986,chilean
n09698108,chinese
n09698337,chink
n09698337,chinaman
n09698517,colombian
n09698644,congolese
n09698788,costa rican
n09698901,cuban
n09699020,cypriot
n09699020,cypriote
n09699020,cyprian
n09699200,czechoslovakian
n09699200,czechoslovak
n09699200,czech
n09699403,czech
n09699536,slovak
n09699642,dane
n09699763,dutch
n09699763,dutch people
n09699918,frisian
n09700017,zealander
n09700125,djiboutian
n09700253,east indian
n09700371,ecuadorian
n09700371,ecuadoran
n09700492,egyptian
n09700706,copt
n09700823,salvadoran
n09700823,salvadorian
n09700823,salvadorean
n09700964,britisher
n09700964,briton
n09700964,brit
n09701148,english person
n09701603,englishman
n09701833,englishwoman
n09701977,anglo-saxon
n09702134,anglo-saxon
n09702541,anglo-indian
n09702673,angle
n09702836,saxon
n09703101,west saxon
n09703181,jute
n09703344,lombard
n09703344,langobard
n09703485,limey
n09703485,john bull
n09703573,pommy
n09703573,pom
n09703708,cantabrigian
n09703809,cornishman
n09703932,cornishwoman
n09704057,lancastrian
n09704157,lancastrian
n09704283,geordie
n09704368,hanoverian
n09704509,liverpudlian
n09704509,scouser
n09704630,londoner
n09704770,cockney
n09704876,mancunian
n09705003,oxonian
n09705124,ethiopian
n09705287,ewe
n09705471,fulani
n09705471,fula
n09705471,fulah
n09705471,fellata
n09705471,fulbe
n09705671,amhara
n09705784,eritrean
n09705909,fijian
n09706029,finn
n09706132,fleming
n09706255,komi
n09706396,cheremis
n09706396,cheremiss
n09706396,mari
n09706548,ingrian
n09706548,inger
n09706548,ingerman
n09706746,karelian
n09706746,carelian
n09706911,ostyak
n09706911,khanty
n09707061,livonian
n09707166,latvian
n09707289,lithuanian
n09707400,mordva
n09707400,mordvin
n09707400,mordvinian
n09707587,nganasan
n09707735,selkup
n09707735,ostyak-samoyed
n09707887,samoyed
n09707992,veps
n09707992,vepse
n09707992,vepsian
n09708118,vogul
n09708118,mansi
n09708247,yeniseian
n09708405,frenchman
n09708405,frenchwoman
n09708405,french person
n09708648,frog
n09708648,gaul
n09708750,parisian
n09708889,parisienne
n09709001,breton
n09709155,savoyard
n09709229,angevin
n09709229,angevine
n09709332,balkan
n09709441,castillian
n09709531,creole
n09709673,creole
n09709795,cretan
n09709916,minoan
n09710041,gabonese
n09710164,greek
n09710164,hellene
n09710619,achaean
n09710619,achaian
n09710753,aeolian
n09710753,eolian
n09710886,dorian
n09711009,ionian
n09711132,athenian
n09711320,corinthian
n09711435,laconian
n09711530,lesbian
n09711661,spartan
n09711754,arcadian
n09711870,theban
n09711978,theban
n09712090,thracian
n09712195,guatemalan
n09712324,guyanese
n09712448,haitian
n09712570,honduran
n09712696,malay
n09712696,malayan
n09712967,moro
n09713108,netherlander
n09713108,dutchman
n09713108,hollander
n09713260,norman
n09713357,palestinian
n09713357,palestinian arab
n09713501,hindu
n09713501,hindoo
n09713501,hindustani
n09713764,hmong
n09713764,miao
n09713985,hungarian
n09713985,magyar
n09714120,icelander
n09714264,indonesian
n09714429,irani
n09714429,iranian
n09714429,persian
n09714694,iraqi
n09714694,iraki
n09714952,irish person
n09714952,irelander
n09715165,irishman
n09715303,irishwoman
n09715427,dubliner
n09715521,paddy
n09715521,mick
n09715521,mickey
n09715685,israelite
n09715833,israeli
n09715974,sabra
n09716047,italian
n09716439,wop
n09716439,dago
n09716439,ginzo
n09716439,guinea
n09716439,greaseball
n09716643,etruscan
n09716837,neopolitan
n09716933,roman
n09717047,roman
n09717233,sabine
n09717454,venetian
n09717566,sicilian
n09717696,tuscan
n09717789,oscan
n09717917,samnite
n09718092,jamaican
n09718217,japanese
n09718217,nipponese
n09718518,ryukyuan
n09718652,jap
n09718652,nip
n09718811,jordanian
n09718936,korean
n09719105,north korean
n09719207,south korean
n09719309,kenyan
n09719430,kurd
n09719653,kuwaiti
n09719794,lao
n09719794,laotian
n09720033,lapp
n09720033,lapplander
n09720033,sami
n09720033,saami
n09720033,same
n09720033,saame
n09720256,latin american
n09720256,latino
n09720406,spic
n09720406,spik
n09720406,spick
n09720595,lebanese
n09720702,levantine
n09720842,liberian
n09720967,libyan
n09721088,liechtensteiner
n09721244,luxemburger
n09721244,luxembourger
n09721444,macedonian
n09721647,madagascan
n09721759,malawian
n09721883,malaysian
n09722064,sabahan
n09722159,maldivian
n09722159,maldivan
n09722279,malian
n09722399,mauritanian
n09722530,mauritian
n09722658,mexican
n09722817,chicano
n09722898,greaser
n09722898,wetback
n09722898,taco
n09723067,mexican-american
n09723067,mexicano
n09723228,montserratian
n09723361,moor
n09723564,moroccan
n09723689,mozambican
n09723819,namibian
n09723944,nauruan
n09724066,nepalese
n09724066,nepali
n09724234,gurkha
n09724365,gurkha
n09724533,new zealander
n09724533,kiwi
n09724656,nicaraguan
n09724785,nigerian
n09725000,hausa
n09725000,haussa
n09725124,nigerien
n09725229,north american
n09725402,norwegian
n09725402,norseman
n09725402,norse
n09725546,nova scotian
n09725546,bluenose
n09725653,omani
n09725772,pakistani
n09725935,brahui
n09726037,sindhi
n09726120,panamanian
n09726246,paraguayan
n09726374,parthian
n09726499,peruvian
n09726621,south american indian
n09726811,carib
n09726811,carib indian
n09726970,quechua
n09726970,kechua
n09727191,inca
n09727191,inka
n09727191,incan
n09727323,inca
n09727440,filipino
n09727627,pole
n09727747,polack
n09727826,polynesian
n09728009,portuguese
n09728137,qatari
n09728137,katari
n09728285,romanian
n09728285,rumanian
n09728403,russian
n09728850,great russian
n09729062,muscovite
n09729156,georgian
n09729271,samoan
n09729387,saudi
n09729387,saudi arabian
n09729530,arab
n09729530,arabian
n09729945,san marinese
n09730077,sarawakian
n09730204,scandinavian
n09730204,norse
n09730204,northman
n09730383,viking
n09730533,scot
n09730533,scotsman
n09730533,scotchman
n09730732,scotswoman
n09730732,scotchwoman
n09730824,senegalese
n09730951,seychellois
n09731082,siberian
n09731225,sierra leonean
n09731343,slovene
n09731436,south african
n09731571,south american
n09731906,spaniard
n09732047,sinhalese
n09732047,singhalese
n09732170,sudanese
n09732293,swazi
n09732441,swede
n09732544,british
n09732544,british people
n09732544,brits
n09732668,english
n09732668,english people
n09732778,irish
n09732778,irish people
n09732903,french
n09732903,french people
n09733028,sherpa
n09733243,spanish
n09733243,spanish people
n09733333,swiss
n09733333,swiss people
n09733459,syrian
n09733580,damascene
n09733707,khmer
n09733793,tahitian
n09733899,taiwanese
n09734006,tajik
n09734006,tadzhik
n09734185,tanzanian
n09734294,thai
n09734294,tai
n09734294,siamese
n09734450,tibetan
n09734535,togolese
n09734639,tuareg
n09734760,tunisian
n09734885,turk
n09735023,tyrolean
n09735113,ottoman
n09735113,ottoman turk
n09735113,osmanli
n09735258,turki
n09735542,azerbaijani
n09735654,chuvash
n09735790,effendi
n09735913,karakalpak
n09736035,kazak
n09736035,kazakh
n09736181,kazakhstani
n09736312,kirghiz
n09736312,kirgiz
n09736312,khirghiz
n09736485,turkoman
n09736485,turkmen
n09736485,turcoman
n09736633,uighur
n09736633,uigur
n09736633,uygur
n09736798,uzbek
n09736798,uzbeg
n09736798,uzbak
n09736798,usbek
n09736798,usbeg
n09736945,ugandan
n09737050,ukranian
n09737161,yakut
n09737297,tungusic
n09737453,tungus
n09737453,evenk
n09737653,manchu
n09737835,khalkha
n09737835,khalka
n09737835,kalka
n09737981,edo
n09738121,igbo
n09738275,yoruba
n09738400,american
n09738708,american
n09740085,american revolutionary leader
n09740724,anglo-american
n09740856,alabaman
n09740856,alabamian
n09740954,alaskan
n09741074,alaska native
n09741074,alaskan native
n09741074,native alaskan
n09741233,arizonan
n09741233,arizonian
n09741331,arkansan
n09741331,arkansawyer
n09741432,bay stater
n09741526,bostonian
n09741612,californian
n09741722,carolinian
n09741816,coloradan
n09741904,connecticuter
n09741999,delawarean
n09741999,delawarian
n09742101,floridian
n09742188,franco-american
n09742315,german american
n09742443,georgian
n09742569,hawaiian
n09742690,native hawaiian
n09742844,idahoan
n09742927,illinoisan
n09743016,indianan
n09743016,hoosier
n09743112,iowan
n09743192,kansan
n09743275,kentuckian
n09743275,bluegrass stater
n09743383,louisianan
n09743383,louisianian
n09743487,mainer
n09743487,down easter
n09743601,marylander
n09743690,michigander
n09743690,wolverine
n09743792,minnesotan
n09743792,gopher
n09743891,mississippian
n09743986,missourian
n09744075,montanan
n09744161,nebraskan
n09744161,cornhusker
n09744262,nevadan
n09744346,new hampshirite
n09744346,granite stater
n09744462,new jerseyan
n09744462,new jerseyite
n09744462,garden stater
n09744587,new mexican
n09744679,new yorker
n09744834,north carolinian
n09744834,tarheel
n09744945,north dakotan
n09745041,ohioan
n09745041,buckeye
n09745132,oklahoman
n09745132,sooner
n09745229,oregonian
n09745229,beaver
n09745324,pennsylvanian
n09745324,keystone stater
n09745438,rhode islander
n09745535,south carolinian
n09745636,south dakotan
n09745732,tennessean
n09745732,volunteer
n09745834,texan
n09745933,utahan
n09746014,vermonter
n09746101,virginian
n09746189,washingtonian
n09746314,washingtonian
n09746438,west virginian
n09746536,wisconsinite
n09746536,badger
n09746637,wyomingite
n09746725,puerto rican
n09746819,yankee
n09746819,yank
n09746819,yankee-doodle
n09746936,uruguayan
n09747062,venezuelan
n09747191,vietnamese
n09747191,annamese
n09747329,welshman
n09747329,welsh
n09747329,cambrian
n09747329,cymry
n09747495,gambian
n09747618,maltese
n09747722,german
n09747969,teuton
n09748101,east german
n09748239,kraut
n09748239,krauthead
n09748239,boche
n09748239,jerry
n09748239,hun
n09748408,berliner
n09748541,west berliner
n09748648,prussian
n09748770,junker
n09748889,ghanian
n09749011,gibraltarian
n09749142,glaswegian
n09749260,grenadian
n09749386,guinean
n09749509,rwandan
n09749614,singaporean
n09749753,slovenian
n09749880,somalian
n09749880,somali
n09750046,sri lankan
n09750157,sumatran
n09750282,papuan
n09750410,tongan
n09750524,trojan
n09750524,dardan
n09750524,dardanian
n09750641,walloon
n09750770,yemeni
n09750891,yugoslav
n09750891,jugoslav
n09750891,yugoslavian
n09750891,jugoslavian
n09751076,serbian
n09751076,serb
n09751256,croatian
n09751256,croat
n09751403,sorbian
n09751496,xhosa
n09751622,zairese
n09751622,zairean
n09751772,zambian
n09751895,zimbabwean
n09752023,zulu
n09752246,aries
n09752246,ram
n09752381,taurus
n09752381,bull
n09752519,gemini
n09752519,twin
n09752657,cancer
n09752657,crab
n09752795,leo
n09752795,lion
n09752927,virgo
n09752927,virgin
n09753065,libra
n09753065,balance
n09753204,scorpio
n09753204,scorpion
n09753348,sagittarius
n09753348,archer
n09753498,capricorn
n09753498,goat
n09753642,aquarius
n09753642,water bearer
n09753792,pisces
n09753792,fish
n09753930,abandoned person
n09754051,abator
n09754152,abbe
n09754217,abbess
n09754217,mother superior
n09754217,prioress
n09754404,abbot
n09754404,archimandrite
n09754541,abjurer
n09754633,abnegator
n09754780,abominator
n09754780,loather
n09754907,abridger
n09754907,abbreviator
n09755086,abstractor
n09755086,abstracter
n09755241,absconder
n09755398,absolutist
n09755555,absolver
n09755657,abdicator
n09755788,abecedarian
n09755893,aberrant
n09756049,abettor
n09756049,abetter
n09756195,abhorrer
n09756400,abiogenist
n09756500,able seaman
n09756500,able-bodied seaman
n09756637,abolitionist
n09756637,emancipationist
n09756961,abomination
n09757076,autochthon
n09757175,abortionist
n09757311,abrogator
n09757449,abseiler
n09757449,rappeller
n09757653,absentee
n09757836,awol
n09757944,abstainer
n09757944,abstinent
n09757944,nondrinker
n09758173,abstainer
n09758173,ascetic
n09758424,abstractionist
n09758424,abstract artist
n09758643,abuser
n09758643,maltreater
n09758781,abutter
n09758885,academic administrator
n09759069,academician
n09759069,academic
n09759069,faculty member
n09759311,academician
n09759311,schoolman
n09759501,academician
n09759684,acceptor
n09759875,accessory
n09759875,accessary
n09760080,accessory after the fact
n09760290,accessory before the fact
n09760476,accessory during the fact
n09760609,companion
n09760735,accommodation endorser
n09760913,accompanist
n09760913,accompanyist
n09761068,accomplice
n09761068,confederate
n09761310,accordionist
n09761403,accountant
n09761403,comptroller
n09761403,controller
n09761753,account executive
n09761753,account representative
n09761753,registered representative
n09761753,customer's broker
n09761753,customer's man
n09762011,accused
n09762101,defendant
n09762101,suspect
n09762385,accuser
n09762509,ace
n09762509,adept
n09762509,champion
n09762509,sensation
n09762509,maven
n09762509,mavin
n09762509,virtuoso
n09762509,genius
n09762509,hotshot
n09762509,star
n09762509,superstar
n09762509,whiz
n09762509,whizz
n09762509,wizard
n09762509,wiz
n09762821,achiever
n09762821,winner
n09762821,success
n09762821,succeeder
n09763272,acid head
n09763349,acolyte
n09763668,acoustician
n09763784,acquaintance
n09763784,friend
n09764201,acquirer
n09764381,acrobat
n09764598,aerialist
n09764732,action officer
n09764900,active
n09765118,active citizen
n09765278,actor
n09765278,histrion
n09765278,player
n09765278,thespian
n09765278,role player
n09767197,actor
n09767197,doer
n09767197,worker
n09767592,actor's agent
n09767592,theatrical agent
n09767700,actress
n09768753,adder
n09768830,addict
n09769076,addict
n09769076,nut
n09769076,freak
n09769076,junkie
n09769076,junky
n09769345,addressee
n09769525,adducer
n09769636,adjudicator
n09769803,adjunct
n09769929,adjuster
n09769929,adjustor
n09769929,claims adjuster
n09769929,claims adjustor
n09769929,claim agent
n09770179,adjutant
n09770179,aide
n09770179,aide-de-camp
n09770359,adjutant general
n09770472,administrator
n09770472,executive
n09770743,administrator
n09770949,administrator
n09770949,decision maker
n09771204,admiral
n09771204,full admiral
n09771435,admirer
n09771435,adorer
n09771664,admirer
n09771855,admonisher
n09771855,monitor
n09771855,reminder
n09772029,adolescent
n09772029,stripling
n09772029,teenager
n09772029,teen
n09772330,adoptee
n09772448,adoptive parent
n09772448,adopter
n09772606,adulterator
n09772746,adulterer
n09772746,fornicator
n09772930,adulteress
n09772930,fornicatress
n09772930,hussy
n09772930,jade
n09772930,loose woman
n09772930,slut
n09772930,strumpet
n09772930,trollop
n09773076,advancer
n09773169,adventuress
n09773245,adversary
n09773245,antagonist
n09773245,opponent
n09773245,opposer
n09773245,resister
n09773682,adverse witness
n09773682,hostile witness
n09773962,advertiser
n09773962,advertizer
n09773962,adman
n09774167,advisee
n09774266,adviser
n09774266,advisor
n09774266,consultant
n09774783,advocate
n09774783,advocator
n09774783,proponent
n09774783,exponent
n09775663,advocate
n09775663,counsel
n09775663,counselor
n09775663,counsellor
n09775663,counselor-at-law
n09775663,pleader
n09775907,aeronautical engineer
n09776079,aerospace engineer
n09776186,aerophile
n09776261,affiant
n09776346,affiliate
n09776522,affine
n09776642,affluent
n09776807,aficionado
n09776933,aficionado
n09777012,agent
n09777012,factor
n09777012,broker
n09777353,agent
n09777870,buck sergeant
n09777975,business agent
n09778144,literary agent
n09778266,agent-in-place
n09778392,agent provocateur
n09778392,provocateur
n09778537,aggravator
n09778537,annoyance
n09778676,aggressor
n09778783,agitator
n09778783,fomenter
n09778927,agnostic
n09779124,agnostic
n09779124,doubter
n09779280,agonist
n09779461,agony aunt
n09779623,agricultural laborer
n09779623,agricultural labourer
n09779790,agriculturist
n09779790,agriculturalist
n09779790,cultivator
n09779790,grower
n09779790,raiser
n09780120,agronomist
n09780249,aide
n09780249,auxiliary
n09780395,air attache
n09780547,aircraftsman
n09780547,aircraftman
n09780676,aircrewman
n09780828,air force officer
n09780828,commander
n09780984,airhead
n09781171,air marshal
n09781171,sky marshal
n09781398,air traveler
n09781398,air traveller
