wnid,noun
n09502080,sigurd
n09502298,sphinx
n09502481,troll
n09502700,typhoeus
n09502906,typhon
n09503121,werewolf
n09503121,wolfman
n09503121,lycanthrope
n09503121,loup-garou
n09503282,witch
n09503486,wyvern
n09503486,wivern
n09503682,nature
n09503877,supernatural
n09503877,occult
n09504135,spiritual being
n09504135,supernatural being
n09504464,theurgy
n09504603,first cause
n09504603,prime mover
n09504603,primum mobile
n09504790,control
n09504915,destiny
n09504915,fate
n09505153,spiritual leader
n09505418,deity
n09505418,divinity
n09505418,god
n09505418,immortal
n09506216,daemon
n09506216,demigod
n09506337,fury
n09506337,eumenides
n09506337,erinyes
n09506598,alecto
n09506674,megaera
n09506751,tisiphone
n09506830,sea god
n09506973,sun god
n09507097,celtic deity
n09507639,amaethon
n09507756,ana
n09507909,angus og
n09507909,aengus
n09507909,oengus
n09507909,angus
n09508076,arawn
n09508228,arianrhod
n09508228,arianrod
n09508368,boann
n09508474,brigit
n09508666,dagda
n09508809,danu
n09508809,dana
n09508975,don
n09509119,dylan
n09509232,epona
n09509375,fomor
n09509375,fomorian
n09509546,gwydion
n09509678,gwyn
n09509770,lir
n09509770,ler
n09509911,llew llaw gyffes
n09510073,llud
n09510164,llyr
n09510305,lug
n09510305,lugh
n09510419,manannan
n09510527,manawydan
n09510527,manawyddan
n09510643,morrigan
n09510643,morrigu
n09510746,tuatha de danann
n09510746,tuatha de
n09510904,egyptian deity
n09511368,amen
n09511368,amon
n09511368,amun
n09511519,amen-ra
n09511519,amon-ra
n09511519,amun ra
n09511712,anubis
n09511712,anpu
n09511875,aten
n09511875,aton
n09512028,bast
n09512157,geb
n09512157,keb
n09512266,horus
n09512391,isis
n09512516,khepera
n09512611,min
n09512692,nephthys
n09512835,nut
n09512913,osiris
n09513065,ptah
n09513216,ra
n09513216,re
n09513430,sekhet
n09513430,eye of ra
n09513569,set
n09513569,seth
n09513744,thoth
n09513902,semitic deity
n09515027,adad
n09515131,adapa
n09515269,anshar
n09515473,antum
n09515570,anu
n09515712,anunnaki
n09515712,enuki
n09515877,apsu
n09515988,aruru
n09516146,ashur
n09516146,ashir
n09516323,astarte
n09516323,ashtoreth
n09516498,ishtar
n09516498,mylitta
n09516700,baal
n09516881,bel
n09517057,dagon
n09517209,dagan
n09517342,damkina
n09517342,damgalnunna
n09517492,dumuzi
n09517492,tammuz
n09517628,ea
n09517890,enki
n09518020,enlil
n09518020,en-lil
n09518145,ereshkigal
n09518145,eresh-kigal
n09518145,ereshkigel
n09518306,girru
n09518451,gula
n09518578,igigi
n09518683,inanna
n09518782,ki
n09518908,kishar
n09519075,lilith
n09519192,mama
n09519288,marduk
n09519288,merodach
n09519288,baal merodach
n09519288,bel-merodach
n09519454,moloch
n09519454,molech
n09519596,nabu
n09519596,nebo
n09519748,nammu
n09519901,namtar
n09519901,namtaru
n09520103,nanna
n09520223,nergal
n09520367,nina
n09520498,ningal
n09520617,ningirsu
n09520752,ningishzida
n09520880,ninkhursag
n09520880,ninhursag
n09520880,ninkharsag
n09521051,nintu
n09521051,nintoo
n09521157,ninurta
n09521157,ninib
n09521395,nusku
n09521521,ramman
n09521648,sarpanitu
n09521648,zirbanit
n09521648,zarpanit
n09521763,shamash
n09521994,sin
n09522121,tashmit
n09522121,tashmitum
n09522222,tiamat
n09522344,utnapishtim
n09522498,utu
n09522498,utug
n09522615,zu
n09522615,zubird
n09522735,enkidu
n09522837,gilgamish
n09522978,hindu deity
n09524027,aditi
n09524151,aditya
n09524263,agni
n09524440,asura
n09524555,ahura
n09524671,asvins
n09524840,bhaga
n09524921,brahma
n09525065,brihaspati
n09525170,bhumi devi
n09525279,devi
n09525486,chandi
n09525579,dharma
n09525746,durga
n09525874,dyaus
n09525874,dyaus-pitar
n09525961,ganesh
n09525961,ganesa
n09525961,ganesha
n09525961,ganapati
n09526107,garuda
n09526221,gauri
n09526367,hanuman
n09526497,indra
n09526606,ka
n09526703,kali
n09526808,kama
n09526913,mara
n09527001,kartikeya
n09527001,karttikeya
n09527091,lakshmi
n09527185,marut
n09527291,mitra
n09527454,parjanya
n09527560,parvati
n09527560,anapurna
n09527560,annapurna
n09527707,prajapati
n09527825,praxiteles
n09527924,pushan
n09528032,rahu
n09528135,ribhus
n09528135,rhibhus
n09528237,rudra
n09528380,sarasvati
n09528475,savitar
n09528587,shakti
n09528587,sakti
n09528727,siva
n09528727,shiva
n09528919,bairava
n09529013,skanda
n09529083,soma
n09529201,surya
n09529364,uma
n09529454,ushas
n09529573,vajra
n09529644,varuna
n09529933,vayu
n09529999,vishnu
n09530141,yama
n09530238,avatar
n09530515,jagannath
n09530515,jagannatha
n09530515,jagganath
n09530515,juggernaut
n09530629,kalki
n09530721,krishna
n09530867,rama
n09531186,ramachandra
n09531296,sita
n09531409,balarama
n09531515,parashurama
n09531630,persian deity
n09531826,mithras
n09531826,mithra
n09531955,ormazd
n09531955,ormuzd
n09531955,ahura mazda
n09532101,ahriman
n09532214,buddha
n09532214,siddhartha
n09532214,gautama
n09532214,gautama siddhartha
n09532214,gautama buddha
n09532384,bodhisattva
n09532384,boddhisatva
n09532553,maitreya
n09532691,avalokitesvara
n09532691,avalokiteshvara
n09532837,arhat
n09532837,arhant
n09532837,lohan
n09532942,buddha
n09533048,chinese deity
n09533301,chang kuo
n09533301,chang kuo-lao
n09533406,wen ch'ang
n09533406,wen-ti
n09533498,taoist trinity
n09533668,tien-pao
n09533668,heavenly jewel
n09533790,ling-pao
n09533790,mystic jewel
n09533910,shen-pao
n09533910,spiritual jewel
n09534058,chuang-tzu
n09534187,kwan-yin
n09534187,kuan yin
n09534428,japanese deity
n09534675,amaterasu
n09534675,amaterasu omikami
n09534843,hachiman
n09534918,hotei
n09535001,izanagi
n09535130,izanami
n09535255,kami
n09535409,kwannon
n09535504,ninigi
n09535504,ninigino-mikoto
n09535622,goddess
n09535708,earth-god
n09535708,earth god
n09535809,earth-goddess
n09535809,earth goddess
n09535940,earth mother
n09536058,god
n09536058,supreme being
n09536363,godhead
n09536363,lord
n09536363,creator
n09536363,maker
n09536363,divine
n09536363,god almighty
n09536363,almighty
n09536363,jehovah
n09536584,eon
n09536584,aeon
n09536789,trinity
n09536789,holy trinity
n09536789,blessed trinity
n09536789,sacred trinity
n09536973,father
n09536973,father-god
n09536973,fatherhood
n09537144,son
n09537144,word
n09537144,logos
n09537325,messiah
n09537502,messiah
n09537660,messiah
n09537660,christ
n09537781,holy ghost
n09537781,holy spirit
n09537781,paraclete
n09538021,hypostasis
n09538021,hypostasis of christ
n09538318,yahweh
n09538318,yhwh
n09538318,yahwe
n09538318,yahveh
n09538318,yhvh
n09538318,yahve
n09538318,wahvey
n09538318,jahvey
n09538318,jahweh
n09538318,jehovah
n09538318,jhvh
n09538544,allah
n09538633,demiurge
n09538757,faun
n09538915,angel
n09539183,archangel
n09539394,gabriel
n09539517,michael
n09539640,raphael
n09539730,cherub
n09539872,seraph
n09540055,guardian spirit
n09540055,guardian angel
n09540241,genius loci
n09540329,divine messenger
n09540430,fairy
n09540430,faery
n09540430,faerie
n09540430,fay
n09540430,sprite
n09540739,elf
n09540739,hob
n09540739,gremlin
n09540739,pixie
n09540739,pixy
n09540739,brownie
n09540739,imp
n09540939,fairy godmother
n09541125,gnome
n09541125,dwarf
n09541346,undine
n09541434,leprechaun
n09541526,sandman
n09541661,morgan le fay
n09541809,puck
n09541809,robin goodfellow
n09541919,evil spirit
n09542170,bad fairy
n09542258,bogey
n09542258,bogy
n09542258,bogie
n09542339,devil
n09542339,fiend
n09542339,demon
n09542339,daemon
n09542339,daimon
n09542541,cacodemon
n09542541,cacodaemon
n09542697,eudemon
n09542697,eudaemon
n09542697,good spirit
n09542868,incubus
n09543021,succubus
n09543021,succuba
n09543154,dybbuk
n09543154,dibbuk
n09543353,satan
n09543353,old nick
n09543353,devil
n09543353,lucifer
n09543353,beelzebub
n09543353,the tempter
n09543353,prince of darkness
n09543673,ghoul
n09543748,goblin
n09543748,hob
n09543748,hobgoblin
n09543924,kelpy
n09543924,kelpie
n09544109,vampire
n09544109,lamia
n09544262,banshee
n09544262,banshie
n09544433,genie
n09544433,jinni
n09544433,jinnee
n09544433,djinni
n09544433,djinny
n09544433,djinn
n09544746,shaitan
n09544746,shaytan
n09544876,eblis
n09545000,houri
n09545171,familiar
n09545171,familiar spirit
n09545324,spirit
n09545324,disembodied spirit
n09545755,trickster
n09545976,ghost
n09546145,poltergeist
n09546280,oberson
n09546453,titania
n09546604,tooth fairy
n09546772,water sprite
n09546772,water nymph
n09546772,water spirit
n09546905,peri
n09547111,apparition
n09547111,phantom
n09547111,phantasm
n09547111,phantasma
n09547111,fantasm
n09547111,specter
n09547111,spectre
n09547353,flying dutchman
n09547528,presence
n09547629,adonis
n09547903,greco-roman deity
n09547903,graeco-roman deity
n09548111,satyr
n09548111,forest god
n09548316,silenus
n09548489,silenus
n09548632,nymph
n09549047,echo
n09549216,hesperides
n09549216,atlantides
n09549416,hyades
n09549643,oread
n09549758,pleiades
n09549983,sterope
n09549983,asterope
n09550125,water nymph
n09550278,daphne
n09550443,naiad
n09550585,nereid
n09550758,thetis
n09550899,oceanid
n09551040,dryad
n09551040,wood nymph
n09551152,salmacis
n09551260,hamadryad
n09551356,greek deity
n09552681,roman deity
n09553347,olympian
n09553347,olympic god
n09553490,aeolus
n09553599,aether
n09553767,apollo
n09553767,phoebus
n09553767,phoebus apollo
n09554019,pythius
n09554132,aphrodite
n09554132,cytherea
n09554297,hero
n09554505,leander
n09554701,pygmalion
n09554910,galatea
n09555127,venus
n09555127,urania
n09555236,ares
n09555391,eris
n09555514,thanatos
n09555653,mors
n09555785,mars
n09555962,nyx
n09556121,rhea silvia
n09556121,rea silvia
n09556305,romulus
n09556580,remus
n09556697,artemis
n09556697,cynthia
n09556915,boreas
n09557130,diana
n09557289,ate
n09557387,athena
n09557387,athene
n09557387,pallas
n09557387,pallas athena
n09557387,pallas athene
n09557632,minerva
n09557770,chaos
n09557965,cronus
n09558177,dido
n09558388,saturn
n09558569,demeter
n09558756,ceres
n09558898,dionysus
n09559071,doris
n09559201,aesculapius
n09559201,asclepius
n09559201,asklepios
n09559404,bacchus
n09559573,erebus
n09559769,nox
n09559769,night
n09559896,eros
n09560061,cupid
n09560061,amor
n09560196,daedalus
n09560196,daedal
n09560426,damon and pythias
n09560762,gaea
n09560762,gaia
n09560762,ge
n09560940,hebe
n09561137,helios
n09561320,icarus
n09561593,sol
n09561755,hecate
n09561970,hephaestus
n09561970,hephaistos
n09562166,vulcan
n09562319,hermes
n09562526,hermaphroditus
n09562704,mercury
n09562883,hygeia
n09563042,panacea
n09563183,hera
n09563183,here
n09563425,io
n09563619,janus
n09563805,juno
n09563998,hestia
n09564177,vesta
n09564371,hymen
n09564480,hyperion
n09564680,minos
n09564889,ariadne
n09565099,moirai
n09565099,moirae
n09565334,parcae
n09565503,clotho
n09565503,klotho
n09565639,lachesis
n09565787,atropos
n09565914,momus
n09565914,momos
n09565999,muse
n09566320,calliope
n09566436,clio
n09566544,erato
n09566667,euterpe
n09566791,melpomene
n09566904,polyhymnia
n09567044,terpsichore
n09567180,thalia
n09567309,urania
n09567421,nemesis
n09567560,nereus
n09567767,nike
n09567913,victoria
n09568051,ouranos
n09568051,uranus
n09568241,pan
n09568241,goat god
n09568488,faunus
n09568643,pasiphae
n09568776,pontus
n09568776,pontos
n09568927,poseidon
n09569142,proteus
n09569330,neptune
n09569467,persephone
n09569467,despoina
n09569467,kore
n09569467,cora
n09569709,procrustes
n09569985,proserpina
n09569985,proserpine
n09570114,phaethon
n09570298,pluto
n09570298,hades
n09570298,aides
n09570298,aidoneus
n09570522,dis
n09570522,orcus
n09570630,pythia
n09570630,pythoness
n09570794,priapus
n09570957,rhadamanthus
n09571090,selene
n09571249,luna
n09571390,eos
n09571581,eurydice
n09571693,orion
n09571914,orpheus
n09572113,aurora
n09572249,tellus
n09572425,titan
n09572825,titaness
n09573145,triton
n09573262,tyche
n09573405,fortuna
n09573561,zephyr
n09573682,zeus
n09573966,jupiter
n09573966,jove
n09574226,jupiter fulgur
n09574226,jupiter fulminator
n09574226,lightning hurler
n09574350,jupiter tonans
n09574350,thunderer
n09574446,jupiter pluvius
n09574446,rain-giver
n09574544,jupiter optimus maximus
n09574544,best and greatest
n09574657,jupiter fidius
n09574657,protector of boundaries
n09574767,oceanus
n09574926,cocus
n09575033,crius
n09575140,iapetus
n09575316,vestal virgin
n09575548,atlas
n09575701,epimetheus
n09575902,prometheus
n09576164,thea
n09576164,theia
n09576338,rhea
n09576548,ops
n09576746,sylvanus
n09576746,silvanus
n09576914,agdistis
n09577004,themis
n09577155,mnemosyne
n09577308,phoebe
n09577467,tethys
n09577601,psyche
n09577833,leto
n09577833,latona
n09578005,hercules
n09578005,heracles
n09578005,herakles
n09578005,alcides
n09578248,pandora
n09578465,norse deity
n09579070,aesir
n09579198,andvari
n09579345,vanir
n09579491,balder
n09579491,baldr
n09579714,bragi
n09579714,brage
n09579848,elli
n09579994,forseti
n09580125,frey
n09580125,freyr
n09580354,freya
n09580354,freyja
n09580521,frigg
n09580521,frigga
n09580673,heimdall
n09580673,heimdal
n09580673,heimdallr
n09580829,hel
n09580829,hela
n09580971,hoenir
n09581129,hoth
n09581129,hothr
n09581129,hoder
n09581129,hodr
n09581129,hodur
n09581338,idun
n09581338,ithunn
n09581526,jotun
n09581526,jotunn
n09581680,loki
n09581859,mimir
n09582019,nanna
n09582122,njord
n09582122,njorth
n09582343,norn
n09582343,weird sister
n09582616,urd
n09582616,urth
n09582726,verdandi
n09582726,verthandi
n09582845,skuld
n09582949,odin
n09583196,sif
n09583321,sigyn
n09583506,thor
n09583723,tyr
n09583723,tyrr
n09583888,ull
n09583888,ullr
n09584079,vali
n09584218,vitharr
n09584218,vithar
n09584218,vidar
n09584405,fenrir
n09584559,volund
n09584725,yggdrasil
n09584725,ygdrasil
n09584933,ymir
n09585218,wayland
n09585218,wayland the smith
n09585218,wieland
n09585434,teutonic deity
n09585650,donar
n09585757,nerthus
n09585757,hertha
n09585889,wotan
n09586011,anglo-saxon deity
n09586231,tiu
n09586326,woden
n09586326,wodan
n09586442,wyrd
n09586442,weird
n09586553,adam
n09586743,eve
n09586994,cain
n09587217,abel
n09587409,seth
n09587565,fictional character
n09587565,fictitious character
n09587565,character
n09589323,ajax
n09589444,aladdin
n09589585,argonaut
n09589748,babar
n09589876,beatrice
n09589996,beowulf
n09590205,bluebeard
n09590377,bond
n09590377,james bond
n09590495,brunhild
n09590495,brunnhilde
n09590495,brynhild
n09590772,valkyrie
n09590980,brer rabbit
n09591155,bunyan
n09591155,paul bunyan
n09591450,john henry
n09591676,cheshire cat
n09591814,chicken little
n09591973,cinderella
n09592147,colonel blimp
n09592272,dracula
n09592384,jason
n09592563,medea
n09592734,laertes
n09592848,odysseus
n09593044,ulysses
n09593144,penelope
n09593416,theseus
n09593651,tantalus
n09593937,phrygian deity
n09594093,cybele
n09594093,dindymene
n09594093,great mother
n09594093,magna mater
n09594093,mater turrita
n09594298,achilles
n09594604,aeneas
n09594756,atreus
n09594906,agamemnon
n09595059,menelaus
n09595240,iphigenia
n09595545,clytemnestra
n09595717,aegisthus
n09595957,orestes
n09596186,cassandra
n09596374,antigone
n09596547,creon
n09596733,jocasta
n09596884,electra
n09597141,laocoon
n09597478,laius
n09597628,myrmidon
n09597798,oedipus
n09597798,king oedipus
n09597798,oedipus rex
n09598066,tiresias
n09598270,peleus
n09598370,don quixote
n09598491,el cid
n09598598,fagin
n09598750,falstaff
n09598750,sir john falstaff
n09598888,father brown
n09599023,faust
n09599023,faustus
n09599195,frankenstein
n09599401,frankenstein
n09599401,frankenstein's monster
n09599633,goofy
n09599728,gulliver
n09599891,hamlet
n09600031,hector
n09600188,helen
n09600188,helen of troy
n09600439,horatio hornblower
n09600439,captain horatio hornblower
n09600624,iago
n09600764,inspector maigret
n09600764,commissaire maigret
n09600901,kilroy
n09601049,lear
n09601049,king lear
n09601219,leda
n09601429,lilliputian
n09601571,marlowe
n09601571,philip marlowe
n09601769,mephistopheles
n09601906,micawber
n09601906,wilkins micawber
n09602048,mother goose
n09602162,mr. moto
n09602258,othello
n09602383,pangloss
n09602484,pantaloon
n09602610,pantaloon
n09602716,perry mason
n09602828,peter pan
n09602964,pied piper
n09602964,pied piper of hamelin
n09603120,pierrot
n09603258,pluto
n09603353,huckleberry finn
n09603353,huck finn
n09603471,rip van winkle
n09603667,ruritanian
n09603761,tarzan
n09603761,tarzan of the apes
n09603919,tom sawyer
n09604014,uncle remus
n09604227,uncle tom
n09604345,uncle sam
n09604451,sherlock holmes
n09604451,holmes
n09604574,simon legree
n09604706,sinbad the sailor
n09604706,sinbad
n09604868,snoopy
n09604981,self
n09605110,number one
n09605289,adult
n09605289,grownup
n09606009,adventurer
n09606009,venturer
n09606380,anomalist
n09606527,anomaly
n09606527,unusual person
n09606873,anachronism
n09607055,ananias
n09607208,apache
n09607280,applicant
n09607280,applier
n09607630,appointee
n09607630,appointment
n09607782,argonaut
n09607903,ashkenazi
n09608002,attendant
n09608002,attender
n09608002,attendee
n09608002,meeter
n09608377,auctioneer
n09608520,behaviorist
n09608520,behaviourist
n09608709,benefactor
n09608709,helper
n09609155,benefactress
n09609232,capitalist
n09609561,captor
n09609561,capturer
n09609746,caster
n09609871,changer
n09609871,modifier
n09610093,coadjutor
n09610173,cofounder
n09610255,color-blind person
n09610405,commoner
n09610405,common man
n09610405,common person
n09610660,communicator
n09611548,conservative jew
n09611722,conservator
n09611884,constituent
n09612131,contestee
n09612291,contester
n09612447,contra
n09612580,contrapuntist
n09612700,contrarian
n09612848,consumer
n09613118,contadino
n09613191,contestant
n09613559,coon
n09613690,cosigner
n09613690,cosignatory
n09613853,cosigner
n09614047,coward
n09614315,creator
n09614684,defender
n09614684,guardian
n09614684,protector
n09614684,shielder
n09615211,defender
n09615211,withstander
n09615336,discussant
n09615465,disputant
n09615465,controversialist
n09615465,eristic
n09615807,engineer
n09615807,applied scientist
n09615807,technologist
n09616573,enologist
n09616573,oenologist
n09616573,fermentologist
n09616722,ensign
n09616922,entertainer
n09617161,eulogist
n09617161,panegyrist
n09617292,excavator
n09617435,ex-gambler
n09617508,ex-mayor
n09617577,experimenter
n09617696,experimenter
n09617867,expert
n09618760,exponent
n09618880,ex-president
n09618957,face
n09619168,female
n09619168,female person
n09619452,finisher
n09619605,finisher
n09619734,finisher
n09619824,individualist
n09620078,inhabitant
n09620078,habitant
n09620078,dweller
n09620078,denizen
n09620078,indweller
n09620794,native
n09620794,indigen
n09620794,indigene
n09620794,aborigine
n09620794,aboriginal
n09621232,native
n09621359,innocent
n09621359,inexperienced person
n09621545,intellectual
n09621545,intellect
n09622049,juvenile
n09622049,juvenile person
n09622302,lover
n09622745,lover
n09622928,loved one
n09623038,leader
n09624168,male
n09624168,male person
n09624559,mediator
n09624559,go-between
n09624559,intermediator
n09624559,intermediary
n09624559,intercessor
n09624899,mediatrix
n09624980,money handler
n09624980,money dealer
n09625213,monochromat
n09625309,naprapath
n09625401,national
n09625401,subject
n09625676,nativist
n09625789,nonreligious person
n09626031,nonworker
n09626238,peer
n09626238,equal
n09626238,match
n09626238,compeer
n09626589,perceiver
n09626589,percipient
n09626589,observer
n09626589,beholder
n09627017,percher
n09627117,precursor
n09627117,forerunner
n09627263,preteen
n09627263,preteenager
n09627462,primitive
n09627462,primitive person
n09627807,prize winner
n09627807,lottery winner
n09627906,recipient
n09627906,receiver
n09628382,religious person
n09629065,religionist
n09629246,sensualist
n09629477,ticket agent
n09629477,booking clerk
n09629643,ticket holder
n09629752,traveler
n09629752,traveller
n09630641,unfortunate
n09630641,unfortunate person
n09631129,unwelcome person
n09631129,persona non grata
n09631463,unpleasant person
n09631463,disagreeable person
n09632274,unskilled person
n09632518,worker
n09633969,wrongdoer
n09633969,offender
n09634494,african
n09635534,black african
n09635635,afrikaner
n09635635,afrikander
n09635635,boer
n09635823,aryan
n09635823,indo-european
n09635973,aryan
n09636106,person of color
n09636106,person of colour
n09636339,black
n09636339,black person
n09636339,blackamoor
n09636339,negro
n09636339,negroid
n09636796,negress
n09636890,black race
n09636890,negroid race
n09636890,negro race
n09637013,african-american
n09637013,african american
n09637013,afro-american
n09637013,black american
n09637211,black man
n09637339,black woman
n09637435,soul brother
n09637512,colored person
n09637512,colored
n09637684,darky
n09637684,darkie
n09637684,darkey
n09637837,boy
n09638009,nigger
n09638009,nigga
n09638009,spade
n09638009,coon
n09638009,jigaboo
n09638009,nigra
n09638245,tom
n09638245,uncle tom
n09638454,mulatto
n09638569,quadroon
n09638722,octoroon
n09638875,white
n09638875,white person
n09638875,caucasian
n09639237,white race
n09639237,white people
n09639237,caucasoid race
n09639237,caucasian race
n09639382,circassian
n09639543,abkhaz
n09639543,abkhazian
n09639543,abkhas
n09639543,abkhasian
n09639719,paleface
n09639919,semite
n09640220,babylonian
n09640327,chaldean
n09640327,chaldaean
n09640327,chaldee
n09640490,assyrian
n09640577,kassite
n09640577,cassite
n09640715,elamite
n09640859,phoenician
n09641002,white man
n09641130,white woman
n09641226,white trash
n09641226,poor white trash
n09641422,whitey
n09641422,honky
n09641422,honkey
n09641422,honkie
n09641578,wasp
n09641578,white anglo-saxon protestant
n09641757,asian
n09641757,asiatic
n09642821,asian american
n09642917,coolie
n09642917,cooly
n09643078,oriental
n09643078,oriental person
n09643421,yellow race
n09643421,mongoloid race
n09643421,mongolian race
n09643545,yellow man
n09643670,yellow woman
n09643799,gook
n09643799,slant-eye
n09644008,evenki
n09644008,ewenki
n09644152,mongol
n09644152,mongolian
n09644332,tatar
n09644518,udmurt
n09644518,votyak
n09644657,tatar
n09644657,tartar
n09644657,mongol tatar
n09644820,amerindian
n09644820,native american
n09645091,indian
n09645091,american indian
n09645091,red indian
n09645788,brave
n09645871,abnaki
n09645871,abenaki
n09645996,achomawi
n09646112,akwa'ala
n09646220,alabama
n09646432,algonkian
n09646432,algonkin
n09646608,algonquian
n09646608,algonquin
n09647473,anasazi
n09647680,atakapa
n09647680,attacapan
n09647834,athapaskan
n09647834,athapascan
n09647834,athabaskan
n09647834,athabascan
n09648176,indian race
n09648176,amerindian race
n09648309,mayan
n09648309,maya
n09648743,nahuatl
n09648911,aztec
n09649067,olmec
n09649249,toltec
n09649372,zapotec
n09649372,zapotecan
n09649554,plains indian
n09649554,buffalo indian
n09649926,apache
n09650250,arapaho
n09650250,arapahoe
n09650456,arikara
n09650456,aricara
n09650609,atsugewi
n09650729,biloxi
n09650839,blackfoot
n09650989,brule
n09651123,caddo
n09651418,cakchiquel
n09651537,catawba
n09651653,cayuga
n09651790,cherokee
n09651968,cheyenne
n09652149,chickasaw
n09652278,chimakum
n09652398,chimariko
n09652535,chinook
n09652746,chipewyan
n09652900,choctaw
n09653014,cochimi
n09653144,cocopa
n09653144,cocopah
n09653295,coeur d'alene
n09653438,comanche
n09653616,conoy
n09653805,costanoan
n09653971,cree
n09654079,creek
n09654259,crow
n09654374,dakota
n09654518,delaware
n09654687,dhegiha
n09654898,diegueno
n09655018,erie
n09655213,esselen
n09655354,essene
n09655466,eyeish
n09655569,fox
n09655709,haida
n09655891,halchidhoma
n09656077,havasupai
n09656205,hidatsa
n09656205,gros ventre
n09656378,hitchiti
n09656547,hopi
n09656673,hokan
n09656673,hoka
n09657206,hunkpapa
n09657489,hupa
n09657615,illinois
n09657748,iowa
n09657748,ioway
n09657887,iroquois
n09658254,kalapooia
n09658254,kalapuya
n09658254,calapooya
n09658254,calapuya
n09658398,kamia
n09658543,kansa
n09658543,kansas
n09658670,karok
n09658815,kekchi
n09658921,kichai
n09659039,kickapoo
n09659188,kiliwa
n09659188,kiliwi
n09659327,kiowa
n09659447,koasati
n09659605,kusan
n09659711,kwakiutl
n09659866,maidu
n09660010,malecite
n09660138,mam
n09660240,maricopa
n09660373,massachuset
n09660373,massachusetts
n09660524,mattole
n09660645,menomini
n09660645,menominee
n09660820,miniconju
n09660958,missouri
n09661107,miami
n09661258,micmac
n09661258,mikmaq
n09661397,miwok
n09661543,mohave
n09661543,mojave
n09661731,mohawk
n09661873,mohican
n09661873,mahican
n09662038,muskhogean
n09662038,muskogean
n09662325,muskogee
n09662530,nanticoke
n09662661,navaho
n09662661,navajo
n09662804,nez perce
n09662951,nootka
n09663121,ofo
n09663248,oglala
n09663248,ogalala
n09663472,ojibwa
n09663472,ojibway
n09663472,chippewa
n09663628,omaha
n09663628,maha
n09663786,osage
n09663999,oneida
n09664121,onondaga
n09664295,oto
n09664295,otoe
n09664450,ottawa
n09664556,paiute
n09664556,piute
n09664766,pamlico
n09664908,passamaquody
n09665075,patwin
n09665218,pawnee
n09665367,penobscot
n09665545,penutian
n09665897,pima
n09666039,pomo
n09666206,ponca
n09666206,ponka
n09666349,potawatomi
n09666476,powhatan
n09666622,pueblo
n09666883,kachina
n09666974,quapaw
n09667097,quiche
n09667205,redskin
n09667205,injun
n09667205,red man
n09667358,salish
n09667572,santee
n09667572,santee sioux
n09667572,santee dakota
n09667572,eastern sioux
n09667715,sauk
n09667715,sac
n09667927,seminole
n09668058,seneca
n09668199,shahaptian
n09668199,sahaptin
n09668199,sahaptino
n09668437,shasta
n09668562,shawnee
n09668729,shoshone
n09668729,shoshoni
n09668988,sihasapa
n09669125,sioux
n09669125,siouan
n09669631,teton
n09669631,lakota
n09669631,teton sioux
n09669631,teton dakota
n09669942,skagit
n09670051,takelma
n09670170,taos
n09670280,taracahitian
n09670415,cahita
n09670521,tarahumara
n09670637,tlingit
n09670772,tsimshian
n09670909,tuscarora
n09671089,tutelo
n09671202,two kettle
n09671334,ute
n09671453,wakashan
n09671641,wampanoag
n09671808,walapai
n09671808,hualapai
n09671808,hualpai
n09671974,wichita
n09672105,winnebago
n09672314,wintun
n09672455,yahi
n09672590,yana
n09672725,yavapai
n09672840,yokuts
n09672963,yucatec
n09672963,yucateco
n09673091,yuma
n09673232,zuni
n09673341,indian race
n09673495,indian
n09673779,assamese
n09673916,dravidian
n09674307,badaga
n09674412,gadaba
n09674521,gond
n09674631,kanarese
n09674631,canarese
n09674786,kolam
n09674908,kota
n09674908,kotar
n09675045,kui
n09675156,malto
n09675283,savara
n09675393,tamil
n09675529,telugu
n09675673,toda
n09675799,tulu
n09675922,gujarati
n09675922,gujerati
n09676021,kashmiri
n09676127,oriya
n09676247,punjabi
n09676247,panjabi
n09676374,maratha
n09676374,mahratta
n09676490,aborigine
n09676490,abo
n09676490,aboriginal
n09676490,native australian
n09676490,australian aborigine
n09676746,slavic people
n09676746,slavic race
n09676884,slav
n09677168,acadian
n09677280,cajun
n09677427,anabaptist
n09677561,mennonite
n09677713,amish
n09677830,dunker
n09677830,dunkard
n09677830,tunker
n09678009,christian
n09678581,christian scientist
n09678747,adventist
n09678747,second adventist
n09678917,gentile
n09679028,gentile
n09679028,non-jew
n09679028,goy
n09679170,gentile
n09679316,protestant
n09679708,friend
n09679708,quaker
n09679925,catholic
n09680136,non-catholic
n09680235,anglican catholic
n09680387,greek catholic
n09680504,roman catholic
n09680657,papist
n09680908,old catholic
n09681107,uniat
n09681107,uniate
n09681107,uniate christian
n09681234,copt
n09681351,jew
n09681351,hebrew
n09681351,israelite
n09681973,jewess
n09682122,kike
n09682122,hymie
n09682122,sheeny
n09682122,yid
n09682291,muslim
n09682291,moslem
n09682803,islamist
n09682967,almoravid
n09683180,jihadist
n09683306,shiite
n09683306,shi'ite
n09683306,shiite muslim
n09683306,shi'ite muslim
n09683306,shia muslim
n09683559,sunnite
n09683559,sunni
n09683559,sunni muslim
n09683757,buddhist
n09683924,zen buddhist
n09684082,mahayanist
n09684226,hinayanist
n09684352,lamaist
n09684476,tantrist
n09684609,hindu
n09684609,hindoo
n09684901,swami
n09685006,chela
